,yearID,franchID,WSWin,R,H,HR,BB,SB,ERA,HA,HRA,BBA,SOA,E,WP
329,1982,CLE,N,683,1458,109,651,151.0,4.11,1433,122,589,882,123,48
330,1982,DET,N,729,1489,177,470,93.0,3.8,1371,172,554,740,115,51
331,1982,HOU,N,569,1342,74,435,140.0,3.42,1338,87,479,899,136,47
332,1982,KCR,N,784,1603,132,442,133.0,4.08,1443,163,471,650,127,55
333,1982,LAD,N,691,1487,138,528,151.0,3.26,1356,81,468,932,139,54
334,1982,MIN,N,657,1427,148,474,38.0,4.72,1484,208,643,812,105,37
335,1982,MIL,N,891,1599,216,484,84.0,3.98,1514,152,511,717,125,58
336,1982,WSN,N,697,1454,133,503,156.0,3.31,1371,110,448,936,122,53
337,1982,NYY,N,709,1417,161,590,69.0,3.99,1471,113,491,939,128,48
338,1982,NYM,N,609,1361,97,456,137.0,3.88,1508,119,582,759,175,40
