,Runs,Count,Frequency
172,466,1,0.00042918454935622315
173,426,2,0.0008583690987124463
174,454,3,0.0012875536480686696
175,461,2,0.0008583690987124463
176,525,2,0.0008583690987124463
177,465,2,0.0008583690987124463
178,636,6,0.002575107296137339
179,618,5,0.002145922746781116
180,472,2,0.0008583690987124463
181,650,9,0.0038626609442060085
182,660,6,0.002575107296137339
183,619,11,0.004721030042918455
184,857,6,0.002575107296137339
185,838,1,0.00042918454935622315
186,797,3,0.0012875536480686696
187,675,14,0.006008583690987125
188,723,9,0.0038626609442060085
189,668,11,0.004721030042918455
190,721,4,0.0017167381974248926
191,683,12,0.005150214592274678
192,925,3,0.0012875536480686696
193,883,3,0.0012875536480686696
194,840,7,0.0030042918454935624
195,948,1,0.00042918454935622315
196,617,8,0.0034334763948497852
197,835,3,0.0012875536480686696
198,809,6,0.002575107296137339
199,704,12,0.005150214592274678
200,598,4,0.0017167381974248926
201,743,9,0.0038626609442060085
202,771,5,0.002145922746781116
203,766,4,0.0017167381974248926
204,768,9,0.0038626609442060085
205,828,3,0.0012875536480686696
206,852,1,0.00042918454935622315
207,758,11,0.004721030042918455
208,738,13,0.005579399141630901
209,865,6,0.002575107296137339
210,867,4,0.0017167381974248926
211,863,1,0.00042918454935622315
212,753,7,0.0030042918454935624
213,888,2,0.0008583690987124463
214,854,1,0.00042918454935622315
215,661,3,0.0012875536480686696
216,748,6,0.002575107296137339
217,786,7,0.0030042918454935624
218,688,6,0.002575107296137339
219,746,9,0.0038626609442060085
220,737,7,0.0030042918454935624
221,793,5,0.002145922746781116
222,698,7,0.0030042918454935624
223,649,7,0.0030042918454935624
224,755,15,0.006437768240343348
225,849,3,0.0012875536480686696
226,798,10,0.004291845493562232
227,685,8,0.0034334763948497852
228,676,9,0.0038626609442060085
229,724,14,0.006008583690987125
230,769,4,0.0017167381974248926
231,740,9,0.0038626609442060085
232,811,5,0.002145922746781116
233,690,12,0.005150214592274678
234,782,5,0.002145922746781116
235,903,1,0.00042918454935622315
236,736,8,0.0034334763948497852
237,706,11,0.004721030042918455
238,812,2,0.0008583690987124463
239,912,1,0.00042918454935622315
240,900,2,0.0008583690987124463
241,829,8,0.0034334763948497852
242,562,4,0.0017167381974248926
243,730,12,0.005150214592274678
244,747,13,0.005579399141630901
245,847,7,0.0030042918454935624
246,687,10,0.004291845493562232
247,817,9,0.0038626609442060085
248,802,4,0.0017167381974248926
249,541,2,0.0008583690987124463
250,750,9,0.0038626609442060085
251,643,8,0.0034334763948497852
252,845,5,0.002145922746781116
253,975,1,0.00042918454935622315
254,841,4,0.0017167381974248926
255,678,5,0.002145922746781116
256,754,2,0.0008583690987124463
257,665,8,0.0034334763948497852
258,714,14,0.006008583690987125
259,648,9,0.0038626609442060085
260,807,6,0.002575107296137339
261,894,3,0.0012875536480686696
262,837,2,0.0008583690987124463
263,772,11,0.004721030042918455
264,718,11,0.004721030042918455
265,627,4,0.0017167381974248926
266,982,1,0.00042918454935622315
267,686,12,0.005150214592274678
268,926,1,0.00042918454935622315
269,897,5,0.002145922746781116
270,899,2,0.0008583690987124463
271,901,2,0.0008583690987124463
272,904,1,0.00042918454935622315
273,733,8,0.0034334763948497852
274,871,3,0.0012875536480686696
275,729,15,0.006437768240343348
276,998,1,0.00042918454935622315
277,890,3,0.0012875536480686696
278,783,8,0.0034334763948497852
279,959,1,0.00042918454935622315
280,1062,1,0.00042918454935622315
281,951,1,0.00042918454935622315
282,944,1,0.00042918454935622315
283,891,4,0.0017167381974248926
284,1004,1,0.00042918454935622315
285,892,2,0.0008583690987124463
286,681,12,0.005150214592274678
287,885,1,0.00042918454935622315
288,1067,1,0.00042918454935622315
289,858,2,0.0008583690987124463
290,722,10,0.004291845493562232
291,815,2,0.0008583690987124463
292,843,2,0.0008583690987124463
293,566,2,0.0008583690987124463
294,752,5,0.002145922746781116
295,575,4,0.0017167381974248926
296,1002,1,0.00042918454935622315
297,981,1,0.00042918454935622315
298,844,2,0.0008583690987124463
299,701,9,0.0038626609442060085
300,700,8,0.0034334763948497852
301,646,6,0.002575107296137339
302,654,13,0.005579399141630901
303,927,2,0.0008583690987124463
304,875,2,0.0008583690987124463
305,850,3,0.0012875536480686696
306,820,6,0.002575107296137339
307,814,5,0.002145922746781116
308,958,1,0.00042918454935622315
309,760,4,0.0017167381974248926
310,842,4,0.0017167381974248926
311,764,7,0.0030042918454935624
312,711,6,0.002575107296137339
313,776,7,0.0030042918454935624
314,919,1,0.00042918454935622315
315,770,8,0.0034334763948497852
316,818,4,0.0017167381974248926
317,710,8,0.0034334763948497852
318,775,9,0.0038626609442060085
319,920,1,0.00042918454935622315
320,921,2,0.0008583690987124463
321,742,7,0.0030042918454935624
322,1065,1,0.00042918454935622315
323,726,6,0.002575107296137339
324,804,9,0.0038626609442060085
325,795,5,0.002145922746781116
326,889,1,0.00042918454935622315
327,821,3,0.0012875536480686696
328,616,3,0.0012875536480686696
329,935,1,0.00042918454935622315
330,732,7,0.0030042918454935624
331,979,1,0.00042918454935622315
332,789,6,0.002575107296137339
333,902,1,0.00042918454935622315
334,709,6,0.002575107296137339
335,713,11,0.004721030042918455
336,862,2,0.0008583690987124463
337,966,1,0.00042918454935622315
338,707,15,0.006437768240343348
339,725,6,0.002575107296137339
340,767,8,0.0034334763948497852
341,703,9,0.0038626609442060085
342,967,1,0.00042918454935622315
343,553,3,0.0012875536480686696
344,702,7,0.0030042918454935624
345,872,3,0.0012875536480686696
346,697,6,0.002575107296137339
347,494,2,0.0008583690987124463
348,800,5,0.002145922746781116
349,830,3,0.0012875536480686696
350,765,4,0.0017167381974248926
351,734,8,0.0034334763948497852
352,728,3,0.0012875536480686696
353,761,5,0.002145922746781116
354,515,2,0.0008583690987124463
355,591,6,0.002575107296137339
356,527,2,0.0008583690987124463
357,801,6,0.002575107296137339
358,549,1,0.00042918454935622315
359,394,2,0.0008583690987124463
360,653,4,0.0017167381974248926
361,563,3,0.0012875536480686696
362,716,7,0.0030042918454935624
363,573,8,0.0034334763948497852
364,632,11,0.004721030042918455
365,608,6,0.002575107296137339
366,600,3,0.0012875536480686696
367,571,3,0.0012875536480686696
368,739,8,0.0034334763948497852
369,593,6,0.002575107296137339
370,599,7,0.0030042918454935624
371,792,4,0.0017167381974248926
372,560,2,0.0008583690987124463
373,774,6,0.002575107296137339
374,907,3,0.0012875536480686696
375,896,2,0.0008583690987124463
376,879,2,0.0008583690987124463
377,1027,1,0.00042918454935622315
378,785,3,0.0012875536480686696
379,806,3,0.0012875536480686696
380,914,1,0.00042918454935622315
381,855,4,0.0017167381974248926
382,614,9,0.0038626609442060085
383,696,9,0.0038626609442060085
384,781,3,0.0012875536480686696
385,689,9,0.0038626609442060085
386,611,7,0.0030042918454935624
387,610,6,0.002575107296137339
388,628,6,0.002575107296137339
389,763,2,0.0008583690987124463
390,727,4,0.0017167381974248926
391,664,6,0.002575107296137339
392,604,5,0.002145922746781116
393,955,1,0.00042918454935622315
394,695,7,0.0030042918454935624
395,483,1,0.00042918454935622315
396,805,5,0.002145922746781116
397,540,2,0.0008583690987124463
398,603,4,0.0017167381974248926
399,642,9,0.0038626609442060085
400,759,6,0.002575107296137339
401,551,1,0.00042918454935622315
402,745,5,0.002145922746781116
403,741,9,0.0038626609442060085
404,546,1,0.00042918454935622315
405,827,2,0.0008583690987124463
406,773,5,0.002145922746781116
407,878,1,0.00042918454935622315
408,803,4,0.0017167381974248926
409,825,2,0.0008583690987124463
410,587,4,0.0017167381974248926
411,519,3,0.0012875536480686696
412,522,1,0.00042918454935622315
413,498,2,0.0008583690987124463
414,514,1,0.00042918454935622315
415,473,1,0.00042918454935622315
416,790,5,0.002145922746781116
417,613,6,0.002575107296137339
418,594,2,0.0008583690987124463
419,637,8,0.0034334763948497852
420,534,1,0.00042918454935622315
421,788,2,0.0008583690987124463
422,580,2,0.0008583690987124463
423,513,3,0.0012875536480686696
424,629,9,0.0038626609442060085
425,796,4,0.0017167381974248926
426,609,3,0.0012875536480686696
427,859,5,0.002145922746781116
428,822,3,0.0012875536480686696
429,532,1,0.00042918454935622315
430,866,1,0.00042918454935622315
431,731,9,0.0038626609442060085
432,851,4,0.0017167381974248926
433,395,1,0.00042918454935622315
434,429,1,0.00042918454935622315
435,370,1,0.00042918454935622315
436,431,1,0.00042918454935622315
437,427,2,0.0008583690987124463
438,397,1,0.00042918454935622315
439,450,1,0.00042918454935622315
440,378,1,0.00042918454935622315
441,443,1,0.00042918454935622315
442,421,1,0.00042918454935622315
443,348,1,0.00042918454935622315
444,458,1,0.00042918454935622315
445,491,1,0.00042918454935622315
446,407,1,0.00042918454935622315
447,382,1,0.00042918454935622315
448,452,1,0.00042918454935622315
449,329,1,0.00042918454935622315
450,784,4,0.0017167381974248926
451,810,4,0.0017167381974248926
452,839,1,0.00042918454935622315
453,556,2,0.0008583690987124463
454,813,3,0.0012875536480686696
455,554,1,0.00042918454935622315
456,576,1,0.00042918454935622315
457,791,5,0.002145922746781116
458,877,3,0.0012875536480686696
459,808,2,0.0008583690987124463
460,949,2,0.0008583690987124463
461,928,2,0.0008583690987124463
462,898,1,0.00042918454935622315
463,952,1,0.00042918454935622315
464,961,2,0.0008583690987124463
465,993,1,0.00042918454935622315
466,868,2,0.0008583690987124463
467,923,2,0.0008583690987124463
468,777,4,0.0017167381974248926
469,787,4,0.0017167381974248926
470,826,3,0.0012875536480686696
471,876,2,0.0008583690987124463
472,874,1,0.00042918454935622315
473,965,1,0.00042918454935622315
474,940,1,0.00042918454935622315
475,816,2,0.0008583690987124463
476,908,1,0.00042918454935622315
477,836,3,0.0012875536480686696
478,1009,1,0.00042918454935622315
479,906,1,0.00042918454935622315
480,856,2,0.0008583690987124463
481,853,3,0.0012875536480686696
482,893,1,0.00042918454935622315
483,945,1,0.00042918454935622315
484,864,1,0.00042918454935622315
485,978,1,0.00042918454935622315
486,950,1,0.00042918454935622315
487,968,2,0.0008583690987124463
488,938,1,0.00042918454935622315
489,947,1,0.00042918454935622315
490,887,2,0.0008583690987124463
491,848,1,0.00042918454935622315
492,884,1,0.00042918454935622315
493,819,1,0.00042918454935622315
494,833,1,0.00042918454935622315
495,860,2,0.0008583690987124463
496,910,1,0.00042918454935622315
497,886,1,0.00042918454935622315
498,870,1,0.00042918454935622315
499,930,1,0.00042918454935622315
500,834,1,0.00042918454935622315
501,915,1,0.00042918454935622315
502,602,1,0.00042918454935622315
