,Runs,Count,Frequency
0,780,2,0.01818181818181818
1,570,1,0.00909090909090909
2,574,1,0.00909090909090909
3,624,1,0.00909090909090909
4,699,1,0.00909090909090909
5,673,1,0.00909090909090909
6,861,1,0.00909090909090909
7,799,4,0.03636363636363636
8,794,2,0.01818181818181818
9,657,1,0.00909090909090909
10,669,2,0.01818181818181818
11,550,1,0.00909090909090909
12,656,1,0.00909090909090909
13,474,1,0.00909090909090909
14,577,1,0.00909090909090909
15,857,4,0.03636363636363636
16,840,3,0.02727272727272727
17,852,1,0.00909090909090909
18,823,1,0.00909090909090909
19,755,3,0.02727272727272727
20,912,1,0.00909090909090909
21,817,2,0.01818181818181818
22,975,1,0.00909090909090909
23,894,1,0.00909090909090909
24,901,1,0.00909090909090909
25,951,1,0.00909090909090909
26,815,1,0.00909090909090909
27,1002,1,0.00909090909090909
28,636,1,0.00909090909090909
29,919,1,0.00909090909090909
30,1065,1,0.00909090909090909
31,979,1,0.00909090909090909
32,966,1,0.00909090909090909
33,967,1,0.00909090909090909
34,707,1,0.00909090909090909
35,830,1,0.00909090909090909
36,772,2,0.01818181818181818
37,633,1,0.00909090909090909
38,712,2,0.01818181818181818
39,829,2,0.01818181818181818
40,914,1,0.00909090909090909
41,798,1,0.00909090909090909
42,727,1,0.00909090909090909
43,801,1,0.00909090909090909
44,732,1,0.00909090909090909
45,759,1,0.00909090909090909
46,705,1,0.00909090909090909
47,734,1,0.00909090909090909
48,827,1,0.00909090909090909
49,640,1,0.00909090909090909
50,715,1,0.00909090909090909
51,608,1,0.00909090909090909
52,695,1,0.00909090909090909
53,671,1,0.00909090909090909
54,632,1,0.00909090909090909
55,792,1,0.00909090909090909
56,788,1,0.00909090909090909
57,604,1,0.00909090909090909
58,758,1,0.00909090909090909
59,689,1,0.00909090909090909
60,831,1,0.00909090909090909
61,735,1,0.00909090909090909
62,775,1,0.00909090909090909
63,728,1,0.00909090909090909
64,450,1,0.00909090909090909
65,685,1,0.00909090909090909
66,687,1,0.00909090909090909
67,783,1,0.00909090909090909
68,786,1,0.00909090909090909
69,628,1,0.00909090909090909
70,693,1,0.00909090909090909
71,776,1,0.00909090909090909
72,847,1,0.00909090909090909
73,645,1,0.00909090909090909
74,871,2,0.01818181818181818
75,740,1,0.00909090909090909
76,965,1,0.00909090909090909
77,900,1,0.00909090909090909
78,818,1,0.00909090909090909
79,851,1,0.00909090909090909
80,751,1,0.00909090909090909
81,949,1,0.00909090909090909
82,741,1,0.00909090909090909
83,781,1,0.00909090909090909
84,867,1,0.00909090909090909
85,915,1,0.00909090909090909
86,697,1,0.00909090909090909
87,762,1,0.00909090909090909
88,718,1,0.00909090909090909
89,853,1,0.00909090909090909
90,665,1,0.00909090909090909
91,724,1,0.00909090909090909
