,Runs,Count,Frequency
97,608,3,0.002380952380952381
98,758,9,0.007142857142857143
99,704,6,0.004761904761904762
100,548,2,0.0015873015873015873
101,619,7,0.005555555555555556
102,661,2,0.0015873015873015873
103,659,4,0.0031746031746031746
104,696,7,0.005555555555555556
105,618,2,0.0015873015873015873
106,684,7,0.005555555555555556
107,669,8,0.006349206349206349
108,776,5,0.003968253968253968
109,620,3,0.002380952380952381
110,653,3,0.002380952380952381
111,667,9,0.007142857142857143
112,673,10,0.007936507936507936
113,647,3,0.002380952380952381
114,671,3,0.002380952380952381
115,572,1,0.0007936507936507937
116,689,6,0.004761904761904762
117,751,4,0.0031746031746031746
118,541,1,0.0007936507936507937
119,634,7,0.005555555555555556
120,677,3,0.002380952380952381
121,690,6,0.004761904761904762
122,583,3,0.002380952380952381
123,682,10,0.007936507936507936
124,796,4,0.0031746031746031746
125,655,3,0.002380952380952381
126,712,7,0.005555555555555556
127,840,4,0.0031746031746031746
128,688,4,0.0031746031746031746
129,570,4,0.0031746031746031746
130,664,4,0.0031746031746031746
131,710,5,0.003968253968253968
132,724,8,0.006349206349206349
133,601,2,0.0015873015873015873
134,646,4,0.0031746031746031746
135,735,10,0.007936507936507936
136,552,1,0.0007936507936507937
137,714,8,0.006349206349206349
138,716,4,0.0031746031746031746
139,550,2,0.0015873015873015873
140,857,1,0.0007936507936507937
141,615,8,0.006349206349206349
142,609,3,0.002380952380952381
143,531,1,0.0007936507936507937
144,730,7,0.005555555555555556
145,686,10,0.007936507936507936
146,770,6,0.004761904761904762
147,616,1,0.0007936507936507937
148,719,5,0.003968253968253968
149,859,5,0.003968253968253968
150,844,1,0.0007936507936507937
151,692,3,0.002380952380952381
152,802,2,0.0015873015873015873
153,822,3,0.002380952380952381
154,769,2,0.0015873015873015873
155,867,3,0.002380952380952381
156,665,5,0.003968253968253968
157,587,3,0.002380952380952381
158,605,4,0.0031746031746031746
159,847,3,0.002380952380952381
160,734,6,0.004761904761904762
161,624,4,0.0031746031746031746
162,737,3,0.002380952380952381
163,767,6,0.004761904761904762
164,600,2,0.0015873015873015873
165,727,2,0.0015873015873015873
166,804,6,0.004761904761904762
167,607,1,0.0007936507936507937
168,532,1,0.0007936507936507937
169,591,3,0.002380952380952381
170,590,2,0.0015873015873015873
171,757,5,0.003968253968253968
172,841,2,0.0015873015873015873
173,866,1,0.0007936507936507937
174,731,9,0.007142857142857143
175,760,3,0.002380952380952381
176,851,4,0.0031746031746031746
177,764,5,0.003968253968253968
178,807,4,0.0031746031746031746
179,593,4,0.0031746031746031746
180,683,5,0.003968253968253968
181,711,3,0.002380952380952381
182,672,3,0.002380952380952381
183,750,8,0.006349206349206349
184,630,1,0.0007936507936507937
185,805,4,0.0031746031746031746
186,698,5,0.003968253968253968
187,830,1,0.0007936507936507937
188,809,4,0.0031746031746031746
189,670,3,0.002380952380952381
190,811,3,0.002380952380952381
191,820,5,0.003968253968253968
192,728,2,0.0015873015873015873
193,610,5,0.003968253968253968
194,756,3,0.002380952380952381
195,395,1,0.0007936507936507937
196,429,1,0.0007936507936507937
197,476,2,0.0015873015873015873
198,370,1,0.0007936507936507937
199,464,2,0.0015873015873015873
200,431,1,0.0007936507936507937
201,427,2,0.0015873015873015873
202,394,1,0.0007936507936507937
203,397,1,0.0007936507936507937
204,450,1,0.0007936507936507937
205,378,1,0.0007936507936507937
206,443,1,0.0007936507936507937
207,421,1,0.0007936507936507937
208,348,1,0.0007936507936507937
209,458,1,0.0007936507936507937
210,491,1,0.0007936507936507937
211,407,1,0.0007936507936507937
212,382,1,0.0007936507936507937
213,426,1,0.0007936507936507937
214,452,1,0.0007936507936507937
215,329,1,0.0007936507936507937
216,774,3,0.002380952380952381
217,753,5,0.003968253968253968
218,814,3,0.002380952380952381
219,545,1,0.0007936507936507937
220,569,1,0.0007936507936507937
221,784,4,0.0031746031746031746
222,657,4,0.0031746031746031746
223,891,3,0.002380952380952381
224,697,4,0.0031746031746031746
225,709,3,0.002380952380952381
226,651,8,0.006349206349206349
227,746,6,0.004761904761904762
228,722,4,0.0031746031746031746
229,800,4,0.0031746031746031746
230,623,1,0.0007936507936507937
231,789,4,0.0031746031746031746
232,575,2,0.0015873015873015873
233,679,4,0.0031746031746031746
234,795,3,0.002380952380952381
235,810,4,0.0031746031746031746
236,762,3,0.002380952380952381
237,627,2,0.0015873015873015873
238,761,3,0.002380952380952381
239,829,4,0.0031746031746031746
240,693,8,0.006349206349206349
241,656,5,0.003968253968253968
242,818,3,0.002380952380952381
243,732,5,0.003968253968253968
244,705,3,0.002380952380952381
245,839,1,0.0007936507936507937
246,650,7,0.005555555555555556
247,556,2,0.0015873015873015873
248,747,9,0.007142857142857143
249,759,4,0.0031746031746031746
250,794,3,0.002380952380952381
251,644,4,0.0031746031746031746
252,638,2,0.0015873015873015873
253,797,1,0.0007936507936507937
254,783,7,0.005555555555555556
255,718,7,0.005555555555555556
256,771,4,0.0031746031746031746
257,842,2,0.0015873015873015873
258,748,4,0.0031746031746031746
259,896,1,0.0007936507936507937
260,715,4,0.0031746031746031746
261,635,2,0.0015873015873015873
262,862,1,0.0007936507936507937
263,823,4,0.0031746031746031746
264,702,3,0.002380952380952381
265,723,4,0.0031746031746031746
266,845,3,0.002380952380952381
267,555,1,0.0007936507936507937
268,813,3,0.002380952380952381
269,660,3,0.002380952380952381
270,703,6,0.004761904761904762
271,772,8,0.006349206349206349
272,597,1,0.0007936507936507937
273,578,1,0.0007936507936507937
274,763,1,0.0007936507936507937
275,554,1,0.0007936507936507937
276,699,5,0.003968253968253968
277,733,6,0.004761904761904762
278,599,3,0.002380952380952381
279,576,1,0.0007936507936507937
280,817,3,0.002380952380952381
281,579,2,0.0015873015873015873
282,674,2,0.0015873015873015873
283,768,5,0.003968253968253968
284,636,2,0.0015873015873015873
285,791,5,0.003968253968253968
286,745,3,0.002380952380952381
287,574,2,0.0015873015873015873
288,780,3,0.002380952380952381
289,899,1,0.0007936507936507937
290,581,1,0.0007936507936507937
291,821,2,0.0015873015873015873
292,877,3,0.002380952380952381
293,808,2,0.0015873015873015873
294,835,2,0.0015873015873015873
295,801,4,0.0031746031746031746
296,785,2,0.0015873015873015873
297,621,1,0.0007936507936507937
298,563,1,0.0007936507936507937
299,773,4,0.0031746031746031746
300,949,2,0.0015873015873015873
301,928,2,0.0015873015873015873
302,898,1,0.0007936507936507937
303,778,2,0.0015873015873015873
304,952,1,0.0007936507936507937
305,961,2,0.0015873015873015873
306,894,2,0.0015873015873015873
307,871,2,0.0015873015873015873
308,861,3,0.002380952380952381
309,993,1,0.0007936507936507937
310,752,4,0.0031746031746031746
311,766,2,0.0015873015873015873
312,812,1,0.0007936507936507937
313,868,2,0.0015873015873015873
314,923,2,0.0015873015873015873
315,777,4,0.0031746031746031746
316,925,2,0.0015873015873015873
317,787,4,0.0031746031746031746
318,826,3,0.002380952380952381
319,876,2,0.0015873015873015873
320,850,2,0.0015873015873015873
321,874,1,0.0007936507936507937
322,965,1,0.0007936507936507937
323,940,1,0.0007936507936507937
324,816,2,0.0015873015873015873
325,908,1,0.0007936507936507937
326,836,3,0.002380952380952381
327,865,4,0.0031746031746031746
328,1009,1,0.0007936507936507937
329,906,1,0.0007936507936507937
330,856,2,0.0015873015873015873
331,793,3,0.002380952380952381
332,815,1,0.0007936507936507937
333,900,1,0.0007936507936507937
334,853,3,0.002380952380952381
335,893,1,0.0007936507936507937
336,872,2,0.0015873015873015873
337,945,1,0.0007936507936507937
338,883,2,0.0015873015873015873
339,864,1,0.0007936507936507937
340,978,1,0.0007936507936507937
341,825,1,0.0007936507936507937
342,950,1,0.0007936507936507937
343,968,2,0.0015873015873015873
344,938,1,0.0007936507936507937
345,879,1,0.0007936507936507937
346,947,1,0.0007936507936507937
347,907,2,0.0015873015873015873
348,887,2,0.0015873015873015873
349,848,1,0.0007936507936507937
350,897,3,0.002380952380952381
351,884,1,0.0007936507936507937
352,927,1,0.0007936507936507937
353,890,1,0.0007936507936507937
354,819,1,0.0007936507936507937
355,843,1,0.0007936507936507937
356,717,2,0.0015873015873015873
357,803,3,0.002380952380952381
358,858,1,0.0007936507936507937
359,833,1,0.0007936507936507937
360,827,1,0.0007936507936507937
361,855,3,0.002380952380952381
362,860,2,0.0015873015873015873
363,910,1,0.0007936507936507937
364,726,2,0.0015873015873015873
365,886,1,0.0007936507936507937
366,849,1,0.0007936507936507937
367,870,1,0.0007936507936507937
368,930,1,0.0007936507936507937
369,834,1,0.0007936507936507937
370,781,2,0.0015873015873015873
371,892,1,0.0007936507936507937
372,782,2,0.0015873015873015873
373,765,2,0.0015873015873015873
374,700,3,0.002380952380952381
375,901,1,0.0007936507936507937
376,915,1,0.0007936507936507937
377,875,1,0.0007936507936507937
378,721,1,0.0007936507936507937
379,598,1,0.0007936507936507937
380,602,1,0.0007936507936507937
381,535,1,0.0007936507936507937
382,612,1,0.0007936507936507937
